entry	HITS	KUDOS	TAGS	ID_NUMBER	TEXT	TITLE	WORDCOUNT	MAINTAG	SUMMARY	COMMENTS	DATE	BOOKMARKS
62	4	0	Graphic Depictions Of Violence,Dangan Ronpa 3: The End of 希望ヶ峰学園 | The End of Kibougamine Gakuen | End of Hope&#39;s Peak High School,Kamisama | Atua/Yonaga Angie,Kamisama | Atua (Dangan Ronpa),Yonaga Angie,Chabashira Tenko,Kiibo,Iruma Miu,Oma Kokichi,Saihara Shuichi,Momota Kaito,Monokuma (Dangan Ronpa),Akamatsu Kaede,Amami Rantaro,Other Character Tags to Be Added,Why Did I Write This?,this is a joke,	17676767	Angie walked up to countr to biy Atua figurine. She saw on the wy there Tenko doing her martial artst thing. Angue walked up tp her frirnd and talked tp her. 	Danganronpa bad fanfic i guess	177	Teen And Up Audiences	Stupid adventures with Angie     I do mistakes by purpose  Parts will be short (100-600 words) because its a fun thing I do I can't waste time for this unless people really like it. 	0	2019-02-06	0
63	138	31	No Archive Warnings Apply,Twenty One Pilots,Josh Dun/Tyler Joseph,Josh Dun,Tyler Joseph,Autism,Fluff,	17676104	"""hurts."" tyler mumbles.  josh's voice crackles over the phone connection. ""what hurts, baby?""  ""everything."" tyler takes a moment to categorize everything he's feeling. ""stomach hurts. head feels... like a lot.""  ""sensory overload?""  ""mhm."" tyler pulls his weighted blanket higher up around his shoulders and presses the phone to his ear. ""today was just... bad for that. everything felt like so much. too much.""  ""what else hurts?""  "" everything ."" it really does feel like tyler's entire body is rebelling against him. specifying what feels bad and what hurts would just bring too much attention to those areas.  ""that's okay."" josh's voice is safe, comforting. ""that's okay, baby. you don't have to talk if it's hard. is there anything you can do that might help at least something that's distressing you right now?""  ""mmm."" tyler thinks. the answer comes easy. ""shower.""  ""can you go do that now?""  again, the answer comes easy. ""mhm."" tyler likes taking showers. they're warm. ""love you, josh.""  ""love you too.""  ""do you want to call me back after?""  ""yes."" tyler shifts the blanket off of himself and sits out. ""i love you.""  ""i love you."" "	how to put back	187	Teen And Up Audiences	"josh's voice crackles over the phone connection. ""what hurts, baby?""  ""everything."" "	3	2019-02-06	0
64	154	11	Creator Chose Not To Use Archive Warnings,Gen,Harry Potter - J. K. Rowling,Harry Potter/Albus Dumbledore,Harry Potter,Albus Dumbledore,Alternate Universe - Canon Divergence,Dumbledore Bashing,	17675045	Albus Dumbledore had sent his protege out to be the sacrifice; he hadn't expected Harry to return as an avenging angel. In Death, the child fairly blazed with power - never mind that he, shiftless student that he had been in life, had never done anything to deserve it.  The pitiless green of Harry's eyes looked back at him. 'And whose fault was that, Professor? You had a hand in it, too.'  Albus fought down a sob, as three more figures stepped out of the fog towards him.  'The only ones you ever feared.' Harry's voice! Like glass edged with gilt.   'But you know what they say about glass houses,' said Harry, and this time his voice was a hailstorm.  Albus covered his ears and very nearly wailed aloud.   'Even after all this time, you can't face your family?' whispered Harry, in the barest caress. Then with that touch of kindness, he turned and boarded the train, whose doors closed silently behind him.  Albus, at last, looked up to meet his fate. 	The Next Great Adventure	171	Teen And Up Audiences	Judge not, lest ye be judged. Dumbledore and Harry, at Kings Cross. 	0	2019-02-06	0
65	3	0	Creator Chose Not To Use Archive Warnings,ジョジョの奇妙な冒険 | JoJo no Kimyou na Bouken | JoJo&#39;s Bizarre Adventure,Joseph Joestar,Beatrice Mario,Wamuu | Wham,Caesar Anthonio Zeppeli,Wamuu is back bitches,Caesar Anthonio Zeppeli Lives,Caesar wants Beatrice to know but Joseph is a crybaby,	17674457	"Last Time:  Then the older man ask, ""What happened?"" Beatrice replied, ""Uhhhm, Wamuu is b-"" but Caesar realized it, ""WAMUU IS BACK!!!!""  ""Oh no..."" Caesar had spoke     ""What by you mean Oh No?"" Beatrice ask then Caesar froze, he then took a couple deep breaths and explain, ""Wamuu is one of the Pillar Men, a being who can survive hunger or thirst. I think your worry about me dying again force in this situation to happen since metal can conduct electricity, I think you accidently revive Wamuu."" Then Beatrice panic once again, ""HOLY SHIT!!!!!!!! JOSEPH IS NOW FUCKED UP!!!!!!! WAMUU IS NOW COMING FOR HIM NOW!!!!!!!!!!!!!!!!!!!!!!!!"" Caesar froze, ""Oh crap. Hurry up!""   Joseph "	Salvaged	113	Teen And Up Audiences	Sequel to Judgement.  Wamuu track down Joseph, things had change. But Beatrice and Caesar was able to save his ass in time. 	0	2019-02-05	0
66	13	0	Creator Chose Not To Use Archive Warnings,No Archive Warnings Apply,Gen,Supernatural,Sam Winchester,100 Fandoms Challenge,Drabble,	17671703	A world so familiar yet so different. Things were gone so wrong, and life had almost reached its end because of the neverending war between angels, demons and humans. Not a place for hope and love, a place without future. But some people were still fighting, people like Bobby and Charly.  Sam smiled, lost in thought. On his own world, they both had given their lives in the fight against the evil. Now they were back in the alternate universe, alive and strong and good as ever. And he would do all that he wouldn't have to lose them again. 	A world, familiar yet so new	100	Teen And Up Audiences	Sam realized that sometimes you get a second chance 	0	2019-02-05	0
67	23	0	Creator Chose Not To Use Archive Warnings,Gen,The Walking Dead (TV),Daryl Dixon,Drabble,100 Fandoms Challenge,	17671697	Daryl felt a gentle hand touching his face and forced his eyes open. „You're not real,' he whispered when he recognized the blurred figure.  „Don't worry about that.' Beth smiled. „Rest now. I will watch over your sleep.'  Not able to protest any longer, he just gave in.  :::  He groaned when the pain shot through his body. „Beth,' he croaked.  „Oh, you are back.'  Not Beth. No! He slowly started to remember, she was... „She is dead!'  „Yeah. She died about a week ago.' Carol stepped closer, grabbing for his hand. „And we were afraid that you would follow her.' 	Ghost	100	Teen And Up Audiences	Daryl has to go through some rough times 	0	2019-02-05	0
68	9	2	Creator Chose Not To Use Archive Warnings,M/M,Marilyn Manson - Fandom,Johnny Depp - Fandom,	17669723	"""I can't wait to see you! I feel like it's been a year."" He rumbled into the phone.  ""I know babe. I'll be back tomorrow. I've missed you so much!"" Johnny spoke with tired excitement.   ""I'm tired of phone sex. I want to feel your hands on my skin so bad it actually hurts."" Brian tried to joke but he wasn't feeling funny. He missed hugs, cuddles, kisses and of course he missed sex too.  ""I feel the same. Your t-shirt feels nice but it's not you."" Wearing his t-shirt to bed, rehearsals and where ever he could get away with it was only doing him so much good. The bottle of Brian's cologne he'd stolen was running low.  ""You owe me a birthday present. I hope you got something good."" Brian teased though he was mostly serious.  ""I love you Johnny. Good night.""   Tomorrow they'd see each other again and the world would feel right once more. "	Phone Call	170	Teen And Up Audiences	Just a very short one shot of a phone call between the two. 	0	2019-02-05	0
69	23	2	No Archive Warnings Apply,F/F,The Magicians (TV),Jane Chatwin/Margo Hanson,Jane Chatwin,Femslash February,Pre-Femslash,Brief suicide ideation,	17669330	Jane tends her garden, making sure each watch is running properly, trimming the shrubbery. It's what she's always done since she came here so long ago. She is the last remaining Chatwin, a thoroughly unsettling thought. Her brothers, and all of her other selves, are dead. Jane wants to leave the circle, there's only one unknown adventure awaiting her. And she's been alive for so very long, her bones themselves ache to be buried. But there is always the chance leaving will make everything collapse, she can't be that selfish. When the beautiful queen visits her, Jane feels a spark of excitement. She can feel Margo will return. How very curious. 	crown on my head but the world on my shoulder	111	Teen And Up Audiences	Running a messy kingdom is exhausting, luckily Margo knows a place where time stops. 	0	2019-02-05	0
70	7	0	Underage,F/M,Jekyll and Hyde (TV),Lily Clarke | Lily Carew,Wordcount: 100-1.000,Wordcount: 100-500,Loss of Virginity,	17667845	"When Lily Carew was seventeen, she decided she must have an affair with a man.  She had considered the advantages and disadvantages carefully. A lost hymen may lead to an awkward conversation on a wedding night, depending on the husband, but Lily had plans for her life that, while they did not exclude marriage, did not necessitate one, either.  Perhaps, in retrospect, she had been hasty in her methods. He was one of those men who came to see her father late at night bearing parcels and guns, who she wasn't supposed to see or acknowledge. Harry wasn't much older than she was, and he, too, knew he wasn't supposed to notice young Miss Carew as she skulked about on top of the stairs.  In the end, it was almost too easy to tempt him to come to her, and then come up another flight and into the shelter of the thick walls of her bedroom.  ""How-- Was it all right?"" he asked afterwards, panting from his exercise.  Educational , thought Lily, who had noticed how his pupils changed and his throat flexed as he came.  She smiled, snuggling down on her side of the pillow. ""Perfectly lovely."" "	A Necessary Step	197	Teen And Up Audiences	When Lily Carew was seventeen, she decided she must have an affair with a man. 	0	2019-02-05	0
71	168	14	No Archive Warnings Apply,M/M,Marvel Cinematic Universe,Steve Rogers/Tony Stark,Tony Stark,Steve Rogers,Civil War,Introspection,Not A Fix-It,Angst,Drabble,	17666099	You shattered my heart into pieces back in the cold concrete bunker in Siberia. Now, I'm rereading the letter you wrote to me, but your apology came too little, too late. It's clear who you have chosen to be with. Therefore, as the flame licks away your words, turning the paper into ashes, I shall sit here in the dark, watching as the dying flicker of love fizzle to the ground, and I will mourn for what I can't ever have.   	Piece by Piece	100	Teen And Up Audiences	When the day breaks, I will forgive, but I'll never forget; I'm moving on without you by my side. 	7	2019-02-05	1
72	0	0	Graphic Depictions Of Violence,Other,None - Fandom,	17665634	I want to tear open my veins and feel the blood pour from my skin and watch as it pools around my body as life drains from me. I want to feel my breath grow weak and my vision blurr as the cold, sweet hands of death caress my dying face. I want to stare death in the eyes as they offer their hand to me. I want to take their hand and step from my lifeless body. I want to accept my fate that I shall not live forever and take it into my hands and decide when I live or die. I want to cease to exist, and I want that to be my choice. 	I want	117	Teen And Up Audiences	 	0	2019-02-05	0
73	26	1	Major Character Death,Sherlock (TV),Sherlock Holmes &amp; John Watson,Sherlock Holmes,John Watson,Suicide,Pain,Suicide Notes,Sonnets,	17664272	You limped into my life clutching a cane. Your mind was in anguish, your shoulder sore.  I had to save you from your blinding pain. I had to show you life outside the war.   Our flat grew a friendship, you found the light. Nightmares of death replaced by peaceful sighs. Emotional pain gone, you won the fight. Cane in the closet, your shoulders held high.  My friend, our time I would soon be taking. As I stood atop the roof, my heart cried. Below, you sobbed like levies were breaking. When I hit the concrete, your spirit died.  I could save your dear life, but not my own. I'm sorry, my friend, I left you alone. 	Dear Watson	116	Teen And Up Audiences	A suicide note from Sherlock to John in the form of a sonnet. 	0	2019-02-05	0
74	72	16	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale &amp; Stiles Stilinski,Stiles Stilinski,Scott McCall (Teen Wolf),Derek Hale,Drabble,Alternate Universe,Pre-Relationship,High School,A/B/O only mentioned,I Don&#39;t Even Know,	17663801	'Scott! Swap seats with me!' It took a few seconds for Stiles's request to pierce the haze in Scott's head. Studying was hard. ' Why? ' 'I need to be on the aisle when — I just need that seat!' Derek Hale, new kid in school, was an alpha, with chiseled jaw, threatening glare, eyebrows of doom. Stile's little omega heart, and certain other organs, hadn't stopped throbbing since his arrival. Now ambling up the auditorium aisle, he'd pass Stiles in ten, nine, eight… Stiles braced himself. He had to be brave. Twiddling his fingers, 'Hi!' he squeaked meekly as Derek walked past. 	Close Encounters of the Stiles Kind	100	Teen And Up Audiences	The sterekdrabbles challenge for 02/04/19: 'threaten, brave, swap' I don't remember any references to study hall at Beacon Hills High. When I was in high school study hall was in the school auditorium, so that's where I set this piece of silliness. Derek's status as alpha and Stiles's as omega, on the A/B/O spectrum, are merely incidental. 	6	2019-02-05	1
75	UNKNOWN	1	Graphic Depictions Of Violence,Gen,Hunter X Hunter,Tonpa &amp; Killua Zoldyck,Tonpa (Hunter x Hunter),Killua Zoldyck,Alternate Universe - Canon Divergence,POV First Person,Content Warning: Unsanitary,Episode Fix-it,	17662832	"""You really thought you'd get away with faking it?""  Tompa flinched. He'd been afraid of me since the beginning of the Hunter Exam; since I drank that soda and didn't shit my guts out. Still, he managed to retort, ""What are you talking about?""  I went over to him. ""Let me show you...""  He tried to get out of the chains he'd pretended to put on himself, but I was faster. I grabbed the cuffs and snapped them closed. Then, I looked back to the rest of the group. ""There's no point in choosing O. Soon, there'll be only three of us anyway.""  Leorio grabbed an axe from the wall. I laughed and put the other set of chains on myself.  ""See you after the exam, Gon.""  [O:5 X:0] "	learn to lose	131	Teen And Up Audiences	Killua makes a decision at the Trick Tower. 	0	2019-02-04	0
76	24	2	No Archive Warnings Apply,Gen,Sunless Skies,Fallen London | Echo Bazaar,Queen Victoria&amp;Alexis Romanov,Queen Victoria,Alexis Romanov,Crack,Vignette,	17662595	An hour drops. A second slips. There is a flaw in Her Renewed Majesty. The horologists know, and do not observe.   One among her number is unwinding. Like the stars, the royalty's coming undone. Her son had a son and the poor boy cannot stop bleeding; prick him with a needle and he'll empty to nothing at all. 'Does she have it, in ‘er blood that's all covered in hours?' the Urchins cry. 'Would all time go, if we put a wee scratch into ‘er?'  This will not stand. The Monarchy can withstand the wrath of infernal armies. It cannot endure this kind of gossip for long. A solution will have to be found, and the one that stands out is radical— but then isn't it true that the radicals won, in the end?  The stars have gone out. There are so many places to hide a son...  Far in the sky the Unbleeding Tsarevich sleeps. He'll inherit an Empire, some day. We hope we'll sort things out before it comes.  In a sky, a star shines bright unred. 'We do not know what the Tsarevich weeps!' its acolytes cry. 'But it is not blood! It is NOT blood!' 	The Son is a Tsar	199	Teen And Up Audiences	There is a boy who bleeds in line to inherit an Empire. The stars are going out. There are places to hide a son. 	2	2019-02-04	0
77	40	2	No Archive Warnings Apply,Multi,The Avengers (Marvel Movies),Black Widow (Comics),Captain America (Movies),Steve Rogers &amp; Natasha Romanov,Natasha Romanov (Marvel),Steve Rogers,Love,unexpected things,Falling In Love,	17658722	""" Natasha .....I have to go....""   ""You have to go? Where ?""  "" Fury said that i have to go on  a mission""   ""Yeah I understand, but why do  you say in such a dramatic voice ?""  "" Beacuse it's different....It's a 6 year long mission.....""   ""6 years ?""   ""Yeah...""   ""I.....""Natasha's heart stopped...""STEVE,WHAT???The team..""   ""Yes I know and""-Steve The Avengers ....d-d....""   "" Tasha...Listen...From now you are the new Leader.....""    ""What???????""    ""Please.....""   "" For God sake Rogers....What's so important in this mission ?""    ""I have to go.....""    ""Why?""  "" Because.....""    ""Thanks for the satisfying answer Mr Rogers.....When do you start ?""    ""Tomorrow...""Natasha's mind died....She always had feelings for Steve but she never admitted it......""     ""Nat....I'm sorry...."".Before Steve could see the tears in Nat eyes she hugged him...he wrapped his arms around her waist"" ....""They felt peace  and warm....Bye Rogers...."" "	I'm stuck with you	143	Teen And Up Audiences	"""6 years?"" "" Yes...."" "" I....."" "	1	2019-02-04	0
78	212	24	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Established Relationship,BDSM,Rope Bondage,Sub Derek Hale,Dom Stiles Stilinski,	17657612	Derek's arms and torso were bound with soft rope and he was kneeling on the floor.  Stiles sat down on the edge of the bed. 'Look at you,' he said softly, smiling. 'So perfect for me, my good boy.'  Derek's chest filled with pride, even as his cheeks burned. He was torn between shame and joy, he was an alpha werewolf, he shouldn't like to submit like that, it wasn't  normal . But on the other hand, he loved letting go, loved how free he felt, knowing Stiles would take care of him.  'For you,' he said quietly. 'Your good boy.' 	For Jessie: BDSM	100	Teen And Up Audiences	Sterek drabble on the words  edge, normal and shame . 	5	2019-02-04	0
79	211	30	No Archive Warnings Apply,M/M,Teen Wolf (TV),Derek Hale/Stiles Stilinski,Derek Hale,Stiles Stilinski,Drabble,Slavery,Feral Stiles Stilinski,	17657102	Derek watched the handlers lead the slaves to the display cages, and as soon as the saleswoman showed up he approached her.  'Number 6,' he said.  She looked at the snarling werewolf clawing at his silver collar, and when she looked back Derek raised an eyebrow and impatiently tapped the stack of money in his hand.  It was almost half an hour later before they were in the car, driving away.  'It'll be okay, Stiles,' Derek said, 'I'll fix this.'  He hoped he was right as Stiles growled and snapped after him from where he was chained to the backseat. 	For Jessie: Slavery	100	Teen And Up Audiences	Sterek drabble on the words  lead, silver and tap . 	4	2019-02-04	1
80	48	12	No Archive Warnings Apply,Batman - All Media Types,Damian Wayne,Fluff and Humor,no profreading we die like mne,	17656691	"""Uh, Batman…"" Flash approached hesitantly. Bruce sighed internally, feeling his annoyance make his shoulders go rigid, ""There's something…"" Not that it was Flash's fault that Batman had spent a whole week with Hal Jordan as they were on an off-world mission, but Bruce was very much not in the mood for more problems.  ""What, Flash?"" His voice was a little harsh with its ‘spit-it-out' tone, but whatever, he wanted to see his children's faces, eat Alfred's cooking, and bed- in that order. He wanted to go home.  ""TherearedragonsinGotham!"" Flash spit out.  Bruce couldn't help the slow blink as he processed the slur of words, ""What?""  ""We've, uh, been picking up a lot of rumors that there's like a hoard of dragon-things in Gotham…Nightwing said everything was okay, but yeah…"" Flash pointed at the computer's monitor, that clearly displayed a creature that looked like Damian's pet but smaller.  ""Damian."" Bruce growled.  - "	Just Anoher Day in Gotham	151	Teen And Up Audiences	I'm trying :D See me??? Made from Batmango story suggestion! Let's see where this goes~! 	1	2019-02-04	0
81	46	4	Creator Chose Not To Use Archive Warnings,F/F,Tomb Raider (Video Games),Lara Croft/Samantha Nishimura,Lara Croft,Samantha Nishimura,(only mentioned though lol im sorry),Short,No Dialogue,i could have tried harder on this but: i didnt,listen im just surprised ive made it three days,im proud enough of that,Ambiguous Relationships,but like they are gay,Femslash February,	17653841	Lara doesn't have much time to think, on Yamatai.  There's just running. And hiding. And the thud of arrows into trees and the ground and chests. Every objective is a step on the way to the ultimate one -- the only one that matters. That one, she doesn't need to think about. That one is always in the back of her mind. A map.  She doesn't think; she jumps. Traps, dodging and weaving, the scent of caverns become second nature for her. She learns to act as if shooting men down is nothing. She's all but alone on this island, and she's going to change that or die trying.  She'll find Sam. And then they'll escape.  They have to. 	you are the finish line	118	Teen And Up Audiences	a very short look at lara's time on yamatai, searching for sam. 	0	2019-02-04	0
82	113	10	No Archive Warnings Apply,M/M,Person of Interest (TV),Harold Finch/John Reese,Harold Finch,John Reese,Drabble,Episode: s03e14 Provenance,Kissing,	17652983	'Hate to interrupt this mildly erotic moment gents…' Shaw had said.  John had felt something too when Harold was helping him with his coat and tie. He had never expected Harold to return his feelings but now he wondered as Harold caught his hand and then his lips. Surprise turned to want as John responded to Harold's kiss. The kiss broke and John looked at Harold. Was this for real? Or, was it part of their cover? Well, John was going to take full advantage even if it was a cover he pulled Harold closer and kissed him again, thoroughly. 	staking claim too	100	Teen And Up Audiences	"what could/wish have happened during ""Provenance"" "	8	2019-02-04	0
83	1	0	No Archive Warnings Apply,Gen,Out of the Past (1947),Kathie Moffat,Film Noir,	17652491	 These fucking men won't leave me alone, then they blame me. Yes, I took Whit's money, but I deserved to get paid for putting up with his hands and his filthy mouth.    They came after me. They're fools, wanting an illusion. So I give them one, but women know what's what.   How is it a tragedy when they chose this path? I never had a choice – that's the real tragedy.   Jeff wants a frail, a bad girl who still needs him. I was happy in Mexico. I didn't need him. But there really isn't a way to win, is there? 	Out of Time	100	Teen And Up Audiences	prompt: #078 - out of time  'I never told you I was anything but what I am. You just wanted to imagine I was. That's why I left you.' - Kathie Moffat 	0	2019-02-04	0
84	105	13	No Archive Warnings Apply,M/M,Stargate Atlantis,Rodney McKay/John Sheppard,Rodney McKay,John Sheppard,	17650577	That time in the twilight, after the loving and before sleep, is the best. A sloppy kiss, full of promises and thanks and laughter eased by exhaustion, Rodney feels John's smiles rather than sees them. Bumping his nose into the corner of John's mouth and darting his tongue out he steals one more, two more tastes. John's snuffling near his ear tickles, and Rodney shivers from the sweat on his skin cooling under the soft breaths. They shift limbs and fit together in a jumbled, half-finished puzzle. John often murmurs quiet wordless sounds but Rodney knows what he means. He answers the same way, and with touches, knowing and sure. His mouth follows his hands until heavy-lidded and weighed down by the comfort of sleep, he drifts away, secure, happy and loved. 	Twilight	132	Teen And Up Audiences	Drabble. 	1	2019-02-03	0
85	UNKNOWN	1	Major Character Death,Gen,Zero Escape (Video Games),Sigma Klim,Tenmyouji Junpei,Kurashiki Akane | June,Clover Field,Dio (Zero Escape),Alice (Zero Escape),Luna (Zero Escape),Quark (Zero Escape),Kyle Klim,Phi (Zero Escape),Poetry,Zero Escape: Virtue&#39;s Last Reward,	17650340	It injects quietus  Death runs through their blood  It silences them  Lifeless; Worthless; Motionless     And they laugh  As their heads feel heavy  Their bodies float  They reach out to grab  And slump     They fall  A thud resounds  It echoes in the grey room  It turns to silence     A breath parts from their lips,  Death captures it in a kiss  It is an imaginary form  For they have long been gone     The watch injects fluid  It injects death  It courses through their veins  It leads straight to their hearts  It is a cycle  It is still a cycle     Is it Death's cycle?  No, it is Zero's cycle  And who is Zero?  They do not know  All that they know,  Is that they are dead     It injects quietus  Death runs through their blood  It silences them  Lifeless; Motionless; Meaningless. 	Quietus	137	Teen And Up Audiences	And in the end, the poison kicked in and prevailed them, leaving them to die. Poetry (Virtue's Last Reward). 	0	2019-02-03	0
86	26	3	Creator Chose Not To Use Archive Warnings,Gen,Rogue One: A Star Wars Story (2016),Jyn Erso/Knife,Jyn Erso/her truncheon,Jyn Erso,preparing to fight,less than 150 words and art,Fanart,look one thing I find so relatable about Jyn is her anger,so this is another ode to that character trait of her,	17649839	The first person that had handed her a knife for a fight said to her 'Whoever picks a knife as weapon needs to be prepared to get stabbed them self.'     Of course, it hadn't been the first time she held a knife, but before she had ended up cutting herself, despite her mother's warning.  It was the first time that she held it with the purpose of killing.  If she'd focus on her hand, she could probably make the scar she got from that cut out. But her attention was up front.       Saw's best soldier.           Jyn.       	Fire	141	Teen And Up Audiences	A drabble plus a sketch 	6	2019-02-03	0
87	14	1	Creator Chose Not To Use Archive Warnings,방탄소년단 | Bangtan Boys | BTS,Reader,reader&#39;s friend(s),I&#39;m Sorry,Plz dont hate me,Based off a meme,wtf have i done,	17646752	"""Hey Y/n!"" one of Y/N's friends laugh out, ""Look at this!"" then shows her their phone. On the screen is a photo that makes fun of BTS. ""It's so true though."" the same friend says. You felt your face turn angry, and you friend looks at you weird. ""Y/n?"" the friend asks. ""No-one trash talks BTS."" Y/N almost yells. Her friends face falls, then kinda looks scared. ""If you weren't my friend I would actually mean this, Twinkle twinkle little star, want to hit you with a car, throw you off a roof so high, hope you break your neck and die."" Y/N says, then stalks away, leaving her friends shocked, and probably contemplating their life decisions. "	when you go out with your non-K-pop friends and they start talking bad about BTS	122	Teen And Up Audiences	I'm sorry plz don't hate me. I saw a meme of this, and I had nothing better to do so. anyway leave Kudos if you enjoyed, and leave your thoughts in the comments. -Bekah 	0	2019-02-03	0
88	15	1	Graphic Depictions Of Violence,Teen Wolf (TV),Theo Raeken &amp; Tara Raeken,Theo Raeken,Tara Raeken,Theo in hell,Really angesty,Self-Hatred,Blood,Violence,	17644811	She's coming again, coming to retrieve what's rightfully hers. Ripping through flesh and spilling red, hot blood all over the cold marble floors. Staring with her soulless eyes as the heart stands mockingly beating in her cold, ghostly hand. Then everything goes black all his screaming and pleas turn stilent as he wakes up in the same freezing, metal morgue...  Again and again, over and over...  For the thousandth time.  Soon he stops pleading all together, just simply stares at her lifeless body as she crawls over to him, her body only skin and bones. He doesn't fight anymore, welcoming her cold hand, allowing her to rip through his flesh as she try's to find the thing he stole from her unfairly. He doesn't block out the sounds either, gathering comfort from the sickening cracks and her appreciative sigh when she finally locates her missing heart.  Because he deserves this, deserves the torture, the pain.  It's the sickest form of karma but he deserves it.  That's his last thought as he welcomes the darkness again and again. 	Deserving Hell	177	Teen And Up Audiences	Just a quick Theo in Hell one-shot. 	0	2019-02-03	0
89	37	5	No Archive Warnings Apply,Gen,American Gods (TV),Laura Moon,Drabble,Prompt Fic,References to Depression,Community: halfamoon,	17644757	It was her luck that from the beginning Shadow had never thought her idea could work. It was her luck that Laura was the kind of person who was always pushing her luck, just a little more, just a little more.  With depression like hers, that was part of the thrill. And even after, there were things that satisfied her need to push like that. They had come after and before, but they had always been there, punctuating her life. The job in the casino, well, that had the bitter ring of irony to it, didn't it?  Yes it did. 	Laura's Luck	100	Teen And Up Audiences	Laura muses on her luck. 	0	2019-02-03	0
90	79	7	No Archive Warnings Apply,M/M,DC&#39;s Legends of Tomorrow (TV),John Constantine/Gary Green,John Constantine,Gary Green,Drabble,Drunken Flirting,	17643839	'Useless!' John complains as he throws his phone to the other end of the couch. Gary shakes his head and retrieves the phone. John groans, 'No, you're supposed to cuddle with me!'  'Since there's no delivery I'll make you potato skins,' Gary reasons.  John tilts his head back and wrinkles his nose considering.  Gary frown at John's cell. 'I have everything but bacon.'  'I brought some! For breakfast, mine not yours.'  Gary smiles. 'Drunk.'  'Don't leave,' John pouts as he shifts so he can grab Gary's arm.  'Food?' Gary reminds.  'No,' John decides as he pulls Gary into a kiss. 	More Important	100	Teen And Up Audiences	John is not getting what he wants so Gary tries to help. 	4	2019-02-03	0
91	215	23	No Archive Warnings Apply,M/M,Men&#39;s Football RPF,Lionel Messi/Sergio Ramos,Sergio Ramos,Lionel Messi,El Clásico,Humor,Drabble,Missing Scene,	17637419	Sergio saw the graffiti of  Cris and Messi  popping up around Barcelona last year. He had a good laugh about it; the artist painted Messi standing on his tiptoes to reach Cris' lips.  Sergio doesn't feel like laughing now when it's  him and Messi  covering the side of the skyscraper above Alduccio's pizzeria right across Real's stadium.  The mural is huge, it's impossible to miss it.  Sergio meets Messi's eyes when they shake hands before the match.  Turning pink, Messi averts his gaze and Sergio knows Messi saw it too.  Smiling lazily, Sergio decides to exploit the offence's unexpected weakness. 	The Mural	100	Teen And Up Audiences	A new mural next to Real's stadium catches Sergio's eye. 	6	2019-02-02	1
92	24	10	No Archive Warnings Apply,Gen,Final Fantasy XV,Cor Leonis,Poetry,Poetry for Eos,Character Inspired Poetry,	17637311	It is not the guard's place to outlive his king 	Trium Regum	113	Teen And Up Audiences	A poem on Cor for the FFXVStoryFun Discord Server Poetry Challenge. 	8	2019-02-02	0
93	25	10	Creator Chose Not To Use Archive Warnings,Major Character Death,Gen,Final Fantasy XV,Ravus Nox Fleuret &amp; Sylva Via Fleuret,Sylva Via Fleuret,Mentions of Ravus Nox Fleuret,Poetry,Poetry for Eos,	17636336	my dear, the world is rotten and grey and dripping black from every pore my dear, there are armies marching from sea to shore, dark and white light and night my dear, they are marching to your door my dear, (and this is a secret, I know), you have always loved the water best: Tidemother defiant, unbowed, unchained my dear (and this too is a secret, one for time to keep): one day, you will not my dear, your heart is kind and full of mercy (another secret: it will be your end) (my dear, your end is also a sword and the son of your body, and greed and grief my dear, your end is a choice - but they are all choices.) (my dear, there is no other choice you would have made.) my dear, you are a light and lights go o u t . my dear, you were never meant to last. 	penultimate	154	Teen And Up Audiences	my dear, the hills are blue with sorrow and fears and tears 	3	2019-02-02	1
94	24	10	Creator Chose Not To Use Archive Warnings,Gen,Final Fantasy XV,Kingsglaive movie - Fandom,Tredd Furia,angst in verse form,Poetry,Canon Compliant,	17636246	Raindrops of ashes and dust Weep not for the fallen What shall become of you Will the hand of fate favor you? 	Fall of the lost	124	Teen And Up Audiences	From the fall of Galahd to the fall of Insomnia 	4	2019-02-02	0
95	80	6	Creator Chose Not To Use Archive Warnings,Gen,Agents of S.H.I.E.L.D. (TV),Phil Coulson &amp; Skye | Daisy Johnson,Skye | Daisy Johnson,Post Season 5,pre season 6,	17635709	 Boss. No, too cheap. Too easy. It stinks of bitter coffee grounds and retail name tags. Of an easy nine to five shift, of procedures and processes and nothing in particular. Friend. No. Too vague. A friend could be a yoga buddy or a classmate or someone you talked with at the latest concert.  Associate: What is she, a CEO? A Wal-Mart employee?        Mentor: No. Closer, but no. Too formal. Too academic. It wasn't about a thesis or a twelve-step program. It was life, shaving cream and gunshots and flying cars, a world beyond imagination. Dad: No. She wishes she could, but no. That word was left behind long ago, lost in the trash-bag shuffle between foster homes. It could have been, once, but no. Leader: She followed him everywhere. Anywhere. Any time, into space and the future and other dimensions. 	define	153	Teen And Up Audiences	She tries out all the words, looking for one that fits. Daisy reflects on Coulson's death. 	0	2019-02-02	0
